title,character_name,actor_name,sympathy_coding,arc_presence,arc_direction,confidence_arc,reasoning_arc
Star Wars,General Dodonna,Alex McCrindle,protagonist,flat,none,medium,General Dodonna serves as a supportive leader in the Rebel Alliance but does not undergo significant personal change throughout the story.
Star Wars,General Willard,Eddie Byrne,neutral,flat,none,low,General Willard is a minor character with limited development and does not significantly impact the story.
Star Wars,Red Leader,Drewe Henley,neutral,flat,none,low,Red Leader is a minor character with limited development and serves a functional role in the plot.
Star Wars,Red Two (Wedge Antilles),Denis Lawson,neutral,flat,none,medium,Wedge Antilles serves as a supporting character in the Rebel Alliance without significant personal development or a clear emotional arc.
Star Wars,Red Three (Biggs Darklighter),Garrick Hagon,neutral,flat,none,medium,Biggs Darklighter is a supporting character with limited development and serves primarily to support the main plot.
Star Wars,"Red Four (John ""D"")",Jack Klaff,neutral,flat,none,low,Red Four (John 'D') is a minor character with limited development and does not significantly impact the story.
Star Wars,Red Six (Porkins),William Hootkins,neutral,flat,none,low,Red Six (Porkins) is a minor character with limited development and serves primarily as a supporting role in the story.
Forrest Gump,Forrest Gump,Tom Hanks,protagonist,significant,positive,high,"Forrest Gump is a central character whose journey showcases personal growth and resilience, making him a figure the audience roots for."
Forrest Gump,Jenny Curran,Robin Wright,fallen,significant,negative,high,"Jenny Curran starts as a sympathetic character but ultimately makes choices that alienate her from the audience, reflecting a significant internal struggle and deterioration over the course of the film."
Forrest Gump,Lieutenant Dan Taylor,Gary Sinise,redeemed,significant,positive,high,"Lieutenant Dan starts as a bitter character struggling with his disability but ultimately finds peace and purpose, earning the audience's sympathy."
Forrest Gump,Mrs. Gump,Sally Field,protagonist,minor,positive,medium,"Mrs. Gump is a supportive mother figure who shows growth in her understanding of her son, but her character does not undergo a significant transformation."
Forrest Gump,Bubba Blue,Mykelti Williamson,neutral,flat,none,medium,Bubba Blue serves primarily as a supportive character to Forrest Gump without significant personal development.
Forrest Gump,Young Forrest Gump,Michael Conner Humphreys,protagonist,flat,none,medium,Young Forrest Gump is a sympathetic character who serves to establish the protagonist's backstory but does not undergo significant change.
Forrest Gump,Young Jenny Curran,Hanna Hall,fallen,minor,negative,medium,Young Jenny Curran starts as a sympathetic character but experiences a troubled life that leads to a loss of audience sympathy.
Forrest Gump,Forrest Junior,Haley Joel Osment,neutral,flat,none,medium,Forrest Junior is a side character with minimal development and serves primarily to reflect Forrest Gump's journey.
Forrest Gump,School Bus Driver,Siobhan Fallon Hogan,neutral,flat,none,low,The School Bus Driver is a minor character with limited development and serves a functional role in the story.
Forrest Gump,Nurse at Park Bench,Rebecca Williams,neutral,flat,none,low,The character 'Nurse at Park Bench' has minimal screen time and does not undergo any significant development or change.
Forrest Gump,Crony,Bob Penny,neutral,flat,none,low,Crony is a minor character with limited development and does not significantly impact the story.
Forrest Gump,Doctor,Harold G. Herthum,neutral,flat,none,low,The character 'Doctor' has minimal screen time and does not undergo any significant development or change.
Forrest Gump,Barber,George Kelly,neutral,flat,none,low,Barber is a minor character with limited development and does not significantly impact the story.
Forrest Gump,Principal Hancock,Sam Anderson,neutral,flat,none,low,Principal Hancock serves a functional role in the story without significant development or emotional engagement with the audience.
Forrest Gump,Louise,Margo Moorer,neutral,flat,none,low,Louise is a minor character with limited development and does not significantly impact the main narrative.
Forrest Gump,Elderly Woman,Ione M. Telech,neutral,flat,none,low,The character 'Elderly Woman' has minimal screen time and does not undergo significant development or change.
Forrest Gump,Elderly Woman's Daughter,Christine Seabrook,neutral,flat,none,low,The character has minimal screen time and does not undergo significant development or change.
Forrest Gump,Southern Gentleman / Landowner,John Worsham,neutral,flat,none,low,The character is a minor figure with limited development and does not evoke strong feelings from the audience.
Forrest Gump,Young Elvis Presley,Peter Dobson,neutral,flat,none,low,Young Elvis Presley is a minor character in 'Forrest Gump' with limited development and a functional role in the story.
Superman,Superman,David Corenswet,protagonist,significant,positive,high,"Superman, as a central hero, embodies ideals of hope and justice, undergoing significant growth in his understanding of humanity and responsibility."
Superman,Lois Lane,Rachel Brosnahan,protagonist,significant,positive,high,"Lois Lane is a central character who evolves in her relationship with Superman and her role as a journalist, showcasing growth and determination."
Superman,Lex Luthor,Nicholas Hoult,antagonist,flat,none,high,"Lex Luthor is primarily portrayed as Superman's main adversary, with little to no significant character development throughout the story."
Superman,Mr. Terrific,Edi Gathegi,neutral,flat,none,low,Mr. Terrific is a minor character in 'Superman' with limited development and a functional role.
Superman,Guy Gardner,Nathan Fillion,neutral,flat,none,low,Guy Gardner is a minor character in 'Superman' with limited development and a clear role in the plot.
Superman,Hawkgirl,Isabela Merced,neutral,flat,none,low,"Hawkgirl's role in 'Superman' is not well-defined, and she does not exhibit significant character development."
Superman,The Engineer,María Gabriela de Faría,neutral,flat,none,low,The character 'The Engineer' has minimal information available and appears to serve a functional role in the story without significant development.
Superman,Jimmy Olsen,Skyler Gisondo,neutral,flat,none,low,"Jimmy Olsen is a minor character in the Superman films, serving primarily as a sidekick without significant development or change."
Superman,Gary,Alan Tudyk,neutral,flat,none,low,Gary is a minor character with limited development and does not significantly impact the story.
Superman,Superman Robot #12 (voice),Grace Chan,neutral,flat,none,low,Superman Robot #12 is a minor character with limited development and a functional role in the story.
Superman,Jor-El,Bradley Cooper,protagonist,significant,positive,medium,"Jor-El is a key figure in Superman's origin, representing hope and guidance, and undergoes a transformation in his relationship with his son."
Superman,Lara,Angela Sarafyan,neutral,flat,none,low,Lara is a minor character with limited development and unclear impact on the main narrative.
Superman,Superman Robot #1 (voice),Michael Rooker,neutral,flat,none,low,Superman Robot #1 is a minor character with limited development and serves a functional role in the story.
Superman,Superman Robot #5 (voice),Pom Klementieff,neutral,flat,none,low,Superman Robot #5 is a minor character with limited development and a functional role in the story.
Superman,Eve Teschmacher,Sara Sampaio,neutral,flat,none,low,Eve Teschmacher is a minor character with limited development and a functional role in the story.
Superman,Boravian Tech,Tatiana Piper,neutral,flat,none,low,"Boravian Tech is a minor character with limited information available, making it difficult to assess their role and development."
Superman,Sydney Happersen,Stephen Blackehart,neutral,flat,none,low,Sydney Happersen is a minor character with limited development and does not significantly impact the story.
Superman,Cheryl Kimble,Giovannie Cruz,neutral,flat,none,low,Cheryl Kimble is a minor character with limited development and unclear impact on the main narrative.
